Calculation1,School,City,County/State/Country,App GPA,Adm GPA,Enrl GPA
LOUISIANA SCHOOL MATH SCI ARTS191917,LOUISIANA SCHOOL MATH SCI ARTS,Natchitoches,Louisiana,3.77,,
LOVEJOY HIGH SCHOOL444368,LOVEJOY HIGH SCHOOL,Lucas,Texas,4.15,3.98,
LOVETT SCHOOL110185,LOVETT SCHOOL,Atlanta,Georgia,3.79,,
LOWER MERION HIGH SCHOOL390105,LOWER MERION HIGH SCHOOL,Ardmore,Pennsylvania,3.93,4.08,
LOYOLA ACADEMY144403,LOYOLA ACADEMY,Wilmette,Illinois,3.95,3.97,
LOYOLA SCHOOL333755,LOYOLA SCHOOL,New York,New York,3.75,,
LUBBOCK HIGH SCHOOL444360,LUBBOCK HIGH SCHOOL,Lubbock,Texas,4.25,,
LYCEE FRANCAIS DE CHICAGO140996,LYCEE FRANCAIS DE CHICAGO,Chicago,Illinois,3.91,3.89,
LYCEE FRANCAIS DE NEW YORK333760,LYCEE FRANCAIS DE NEW YORK,New York,New York,3.99,4.03,
LYNN ENGLISH HIGH SCHOOL221265,LYNN ENGLISH HIGH SCHOOL,Lynn,Massachusetts,3.97,,
LYONS TOWNSHIP HIGH SCHOOL142483,LYONS TOWNSHIP HIGH SCHOOL,La Grange,Illinois,4.07,4.05,
MACDUFFIE SCHOOL222045,MACDUFFIE SCHOOL,Granby,Massachusetts,3.56,3.62,
MADEIRA SCHOOL THE470985,MADEIRA SCHOOL THE,Mclean,Virginia,3.89,3.86,3.68
MADISON COUNTRY DAY SCHOOL502396,MADISON COUNTRY DAY SCHOOL,Waunakee,Wisconsin,4.18,,
MADISON EAST HIGH SCHOOL501150,MADISON EAST HIGH SCHOOL,Madison,Wisconsin,4.1,,
MADISON HIGH SCHOOL310740,MADISON HIGH SCHOOL,Madison,New Jersey,3.95,3.95,
MAGGIE L WALKER GOVERNORS SCHL471851,MAGGIE L WALKER GOVERNORS SCHL,Richmond,Virginia,3.96,4,
MAHOPAC HIGH SCHOOL332975,MAHOPAC HIGH SCHOOL,Mahopac,New York,4.15,,
MAINE TOWNSHIP HS SOUTH143377,MAINE TOWNSHIP HS SOUTH,Park Ridge,Illinois,4.02,4.01,
MAINE TOWNSHIP HS WEST141597,MAINE TOWNSHIP HS WEST,Des Plaines,Illinois,3.91,,
MAINLAND REGIONAL HIGH SCHOOL310698,MAINLAND REGIONAL HIGH SCHOOL,Linwood,New Jersey,3.78,3.78,
MALDEN CATHOLIC HIGH SCHOOL221290,MALDEN CATHOLIC HIGH SCHOOL,Malden,Massachusetts,3.73,3.73,
MALVERN PREPARATORY SCHOOL392365,MALVERN PREPARATORY SCHOOL,Malvern,Pennsylvania,4.11,4.21,
MAMARONECK HIGH SCHOOL332995,MAMARONECK HIGH SCHOOL,Mamaroneck,New York,4.07,4.18,
MANALAPAN HIGH SCHOOL310367,MANALAPAN HIGH SCHOOL,Manalapan,New Jersey,4.09,,
MANASQUAN HIGH SCHOOL310745,MANASQUAN HIGH SCHOOL,Manasquan,New Jersey,3.84,4,
MANHASSET HIGH SCHOOL333010,MANHASSET HIGH SCHOOL,Manhasset,New York,4.03,4.11,
MANHATTAN HIGH SCHOOL171895,MANHATTAN HIGH SCHOOL,Manhattan,Kansas,4.18,4.17,
MANLIUS PEBBLE HILL SCHOOL333025,MANLIUS PEBBLE HILL SCHOOL,Syracuse,New York,3.83,3.83,
MANSFIELD HIGH SCHOOL444460,MANSFIELD HIGH SCHOOL,Mansfield,Texas,4.03,,
MANSFIELD LAKE RIDGE HIGH SCHL444457,MANSFIELD LAKE RIDGE HIGH SCHL,Mansfield,Texas,4.06,4.15,
MAPLE GROVE SENIOR HIGH SCH241489,MAPLE GROVE SENIOR HIGH SCH,Maple Grove,Minnesota,4.21,4.28,
MARBLEHEAD HIGH SCHOOL221325,MARBLEHEAD HIGH SCHOOL,Marblehead,Massachusetts,3.87,3.91,
MARIAN CATHOLIC HIGH SCHOOL141393,MARIAN CATHOLIC HIGH SCHOOL,Chicago Heights,Illinois,3.9,,
MARIANAPOLIS PREP SCHOOL070780,MARIANAPOLIS PREP SCHOOL,Thompson,Connecticut,3.82,3.81,
MARIST HIGH SCHOOL141017,MARIST HIGH SCHOOL,Chicago,Illinois,3.43,,
MARIST HIGH SCHOOL380335,MARIST HIGH SCHOOL,Eugene,Oregon,3.74,,
MARIST SCHOOL110195,MARIST SCHOOL,Atlanta,Georgia,3.75,,
MARJORY STONEMAN DOUGLAS HS101348,MARJORY STONEMAN DOUGLAS HS,Parkland,Florida,4.13,4.2,
MARLBORO HIGH SCHOOL310752,MARLBORO HIGH SCHOOL,Marlboro,New Jersey,3.72,3.69,
MARQUETTE HIGH SCHOOL260591,MARQUETTE HIGH SCHOOL,Chesterfield,Missouri,3.97,4.02,
MARRIOTTS RIDGE HIGH SCHOOL210745,MARRIOTTS RIDGE HIGH SCHOOL,Marriottsville,Maryland,4,4.04,
MARSHFIELD HIGH SCHOOL501230,MARSHFIELD HIGH SCHOOL,Marshfield,Wisconsin,3.47,,
MARVIN RIDGE HIGH SCHOOL342528,MARVIN RIDGE HIGH SCHOOL,Waxhaw,North Carolina,4.06,4.2,
MARY INSTITUTE AND SAINT LOUIS260655,MARY INSTITUTE AND SAINT LOUIS,Saint Louis,Missouri,3.92,3.99,3.91
MARYKNOLL HIGH SCHOOL120065,MARYKNOLL HIGH SCHOOL,Honolulu,Hawaii,3.68,3.77,
MARYSVILLE GETCHELL HIGH SCHL481640,MARYSVILLE GETCHELL HIGH SCHL,Marysville,Washington,3.76,,
MASSACHUSETTS ACADEMY MATH/SCI222504,MASSACHUSETTS ACADEMY MATH/SCI,Worcester,Massachusetts,3.96,3.99,
MASSACHUSETTS MAYFLOWER ACDMY220248,MASSACHUSETTS MAYFLOWER ACDMY,Maynard,Massachusetts,3.27,,
MAST ACADEMY101161,MAST ACADEMY,Miami,Florida,3.95,3.95,
MASTERS SCHOOL THE331635,MASTERS SCHOOL THE,Dobbs Ferry,New York,3.79,3.81,
MATIGNON HIGH SCHOOL220515,MATIGNON HIGH SCHOOL,Cambridge,Massachusetts,3.4,3.56,
MAUI HIGH SCHOOL120000,MAUI HIGH SCHOOL,Kahului,Hawaii,4.07,4.12,
MAUMEE VALLEY COUNTRY DAY SCH363300,MAUMEE VALLEY COUNTRY DAY SCH,Toledo,Ohio,3.99,4,
MAYO HIGH SCHOOL242103,MAYO HIGH SCHOOL,Rochester,Minnesota,3.91,4.04,
MCCALLIE SCHOOL430315,MCCALLIE SCHOOL,Chattanooga,Tennessee,3.98,4.03,
MCCLINTOCK HIGH SCHOOL030433,MCCLINTOCK HIGH SCHOOL,Tempe,Arizona,4.07,,
MCDONOGH SCHOOL210750,MCDONOGH SCHOOL,Owings Mills,Maryland,4.09,4.06,
MCINTOSH HIGH SCHOOL112360,MCINTOSH HIGH SCHOOL,Peachtree City,Georgia,4.2,,
MCKAY HIGH SCHOOL381026,MCKAY HIGH SCHOOL,Salem,Oregon,3.88,3.96,
MCKINLEY HIGH SCHOOL120070,MCKINLEY HIGH SCHOOL,Honolulu,Hawaii,4.17,,
MCKINNEY BOYD HIGH SCHOOL444633,MCKINNEY BOYD HIGH SCHOOL,Mckinney,Texas,4.04,4.17,
MCLEAN HIGH SCHOOL471395,MCLEAN HIGH SCHOOL,Mclean,Virginia,3.91,3.98,4.11
MCMINNVILLE SENIOR HIGH SCHOOL380645,MCMINNVILLE SENIOR HIGH SCHOOL,Mcminnville,Oregon,3.94,,
MCNARY SENIOR HIGH SCHOOL381024,MCNARY SENIOR HIGH SCHOOL,Keizer,Oregon,3.73,,
MCNEIL HIGH SCHOOL440303,MCNEIL HIGH SCHOOL,Austin,Texas,3.99,4.01,
MEADOWDALE SENIOR HIGH SCHOOL480342,MEADOWDALE SENIOR HIGH SCHOOL,Lynnwood,Washington,4.14,,
MEADOWS SCHOOL290116,MEADOWS SCHOOL,Las Vegas,Nevada,4.07,4.02,
MEDFIELD HIGH SCHOOL221360,MEDFIELD HIGH SCHOOL,Medfield,Massachusetts,3.77,3.98,
MELBOURNE HIGH SCHOOL101025,MELBOURNE HIGH SCHOOL,Melbourne,Florida,4.02,,
MELROSE HIGH SCHOOL221375,MELROSE HIGH SCHOOL,Melrose,Massachusetts,4.08,4.12,
MEMORIAL HIGH SCHOOL440416,MEMORIAL HIGH SCHOOL,Frisco,Texas,4.04,,
MEMORIAL SENIOR HIGH SCHOOL443402,MEMORIAL SENIOR HIGH SCHOOL,Houston,Texas,3.9,4.07,
MERCER ISLAND HIGH SCHOOL480698,MERCER ISLAND HIGH SCHOOL,Mercer Island,Washington,3.94,4,3.98
MERCERSBURG ACADEMY392570,MERCERSBURG ACADEMY,Mercersburg,Pennsylvania,3.9,4.09,
MERCYHURST PREPARATORY SCHOOL391295,MERCYHURST PREPARATORY SCHOOL,Erie,Pennsylvania,3.68,3.84,3.78
MERION MERCY ACADEMY392575,MERION MERCY ACADEMY,Merion Station,Pennsylvania,3.96,3.97,
METEA VALLEY HIGH SCHOOL140187,METEA VALLEY HIGH SCHOOL,Aurora,Illinois,3.9,4.06,
METHACTON HIGH SCHOOL391366,METHACTON HIGH SCHOOL,Eagleville,Pennsylvania,3.67,,
MIAMI BEACH SENIOR HIGH SCHOOL101140,MIAMI BEACH SENIOR HIGH SCHOOL,Miami Beach,Florida,3.87,,
MIAMI COUNTRY DAY SCHOOL101032,MIAMI COUNTRY DAY SCHOOL,Miami,Florida,3.91,3.93,
MIAMI PALMETTO SENIOR HS101623,MIAMI PALMETTO SENIOR HS,Miami,Florida,4.13,4.16,
MIAMI VALLEY SCHOOL361833,MIAMI VALLEY SCHOOL,Dayton,Ohio,3.91,,
MICHAEL E DEBAKEY HIGH SCHOOL443378,MICHAEL E DEBAKEY HIGH SCHOOL,Houston,Texas,3.77,3.86,
MID-PACIFIC INSTITUTE120075,MID-PACIFIC INSTITUTE,Honolulu,Hawaii,3.83,3.91,3.91
MIDDLESEX CNTY ACDMY HLTH SCI311630,MIDDLESEX CNTY ACDMY HLTH SCI,Woodbridge,New Jersey,3.94,,
MIDDLESEX COUNTY ACADEMY310309,MIDDLESEX COUNTY ACADEMY,Edison,New Jersey,3.87,3.97,
MIDDLESEX SCHOOL220650,MIDDLESEX SCHOOL,Concord,Massachusetts,3.61,3.8,
MIDDLETON HIGH SCHOOL501320,MIDDLETON HIGH SCHOOL,Middleton,Wisconsin,4.14,4.15,
MIDDLETOWN HIGH SCHOOL210755,MIDDLETOWN HIGH SCHOOL,Middletown,Maryland,4.23,,
MIDWOOD HS AT BROOKLYN COLLEGE330775,MIDWOOD HS AT BROOKLYN COLLEGE,Brooklyn,New York,3.9,3.84,
MILILANI HIGH SCHOOL120197,MILILANI HIGH SCHOOL,Mililani,Hawaii,3.94,4.04,
MILLARD NORTH HIGH SCHOOL281506,MILLARD NORTH HIGH SCHOOL,Omaha,Nebraska,4.16,4.12,
MILLBROOK SCHOOL333140,MILLBROOK SCHOOL,Millbrook,New York,3.89,4.02,
MILLBURN HIGH SCHOOL310795,MILLBURN HIGH SCHOOL,Millburn,New Jersey,3.91,3.98,
MILLENNIUM HIGH SCHOOL030159,MILLENNIUM HIGH SCHOOL,Goodyear,Arizona,4.12,4.1,
MILLER SCHOOL OF ALBEMARLE471440,MILLER SCHOOL OF ALBEMARLE,Charlottesville,Virginia,3.96,3.95,
MILTON ACADEMY221430,MILTON ACADEMY,Milton,Massachusetts,3.8,3.81,
MILTON HIGH SCHOOL110060,MILTON HIGH SCHOOL,Milton,Georgia,4.19,4.19,
MILTON HIGH SCHOOL221440,MILTON HIGH SCHOOL,Milton,Massachusetts,3.96,4.14,
MINNESOTA990302,MINNESOTA,n/a,Minnesota,4.19,,
MINNETONKA HIGH SCHOOL240780,MINNETONKA HIGH SCHOOL,Minnetonka,Minnesota,3.99,4.13,
MIRABEAU B LAMAR SR HIGH SCH443405,MIRABEAU B LAMAR SR HIGH SCH,Houston,Texas,4.16,4.14,
MISS HALLS SCHOOL221760,MISS HALLS SCHOOL,Pittsfield,Massachusetts,3.89,3.92,
MISS PORTER'S SCHOOL070210,MISS PORTER'S SCHOOL,Farmington,Connecticut,3.91,3.95,
MOANALUA HIGH SCHOOL120076,MOANALUA HIGH SCHOOL,Honolulu,Hawaii,3.89,3.95,
MONARCH HIGH SCHOOL060130,MONARCH HIGH SCHOOL,Louisville,Colorado,4.05,4.12,
MONMOUTH CTY ACAD HEALTH/SCI310870,MONMOUTH CTY ACAD HEALTH/SCI,Neptune,New Jersey,3.65,,
MONROE HIGH SCHOOL480725,MONROE HIGH SCHOOL,Monroe,Washington,4.04,,
MONROE TOWNSHIP HIGH SCHOOL310584,MONROE TOWNSHIP HIGH SCHOOL,Monroe Township,New Jersey,3.86,,
MONROE WOODBURY HIGH SCHOOL331297,MONROE WOODBURY HIGH SCHOOL,Central Valley,New York,3.93,4,
MONTCLAIR HIGH SCHOOL310820,MONTCLAIR HIGH SCHOOL,Montclair,New Jersey,3.79,3.84,3.91
MONTCLAIR KIMBERLEY ACADEMY310815,MONTCLAIR KIMBERLEY ACADEMY,Montclair,New Jersey,4.01,3.99,
MONTGOMERY BELL ACADEMY431710,MONTGOMERY BELL ACADEMY,Nashville,Tennessee,3.78,,
MONTGOMERY BLAIR HIGH SCHOOL210965,MONTGOMERY BLAIR HIGH SCHOOL,Silver Spring,Maryland,4.04,4.11,4.16
MONTGOMERY HIGH SCHOOL311359,MONTGOMERY HIGH SCHOOL,Skillman,New Jersey,3.85,3.95,3.94
MONTROSE HIGH SCHOOL061035,MONTROSE HIGH SCHOOL,Montrose,Colorado,4.02,4.02,
MONTVERDE ACADEMY101185,MONTVERDE ACADEMY,Montverde,Florida,3.63,3.73,3.82
MONTVILLE TOWNSHIP HIGH SCHOOL310826,MONTVILLE TOWNSHIP HIGH SCHOOL,Montville,New Jersey,4.02,4.04,
MOORESTOWN FRIENDS SCHOOL310830,MOORESTOWN FRIENDS SCHOOL,Moorestown,New Jersey,4.05,4.15,
MOORESTOWN HIGH SCHOOL310825,MOORESTOWN HIGH SCHOOL,Moorestown,New Jersey,4.07,4.09,
MORGANTOWN HIGH SCHOOL490875,MORGANTOWN HIGH SCHOOL,Morgantown,West Virginia,4.05,,
MORRIS COUNTY SCHOOL OF TECH310281,MORRIS COUNTY SCHOOL OF TECH,Denville,New Jersey,3.92,,
MORRIS HILLS HIGH SCHOOL311320,MORRIS HILLS HIGH SCHOOL,Rockaway,New Jersey,3.81,,
MORRISTOWN HIGH SCHOOL310840,MORRISTOWN HIGH SCHOOL,Morristown,New Jersey,4,3.98,
MOUNDS VIEW HIGH SCHOOL241805,MOUNDS VIEW HIGH SCHOOL,Arden Hills,Minnesota,4.04,4.08,
MOUNT HEBRON HIGH SCHOOL210512,MOUNT HEBRON HIGH SCHOOL,Ellicott City,Maryland,4.1,4.1,
MOUNT LEBANON HIGH SCHOOL393730,MOUNT LEBANON HIGH SCHOOL,Pittsburgh,Pennsylvania,3.94,,
MOUNT OLIVE HIGH SCHOOL310378,MOUNT OLIVE HIGH SCHOOL,Flanders,New Jersey,4.08,,
MOUNT PISGAH CHRISTIAN SCHOOL110062,MOUNT PISGAH CHRISTIAN SCHOOL,Johns Creek,Georgia,3.94,4.06,
MOUNT RAINIER HIGH SCHOOL480538,MOUNT RAINIER HIGH SCHOOL,Des Moines,Washington,4.21,4.23,
MOUNT SAINT CHARLES ACADEMY400285,MOUNT SAINT CHARLES ACADEMY,Woonsocket,Rhode Island,3.89,3.84,
MOUNT SI HIGH SCHOOL480797,MOUNT SI HIGH SCHOOL,Snoqualmie,Washington,4.05,4.05,
MOUNT VERNON HIGH SCHOOL480750,MOUNT VERNON HIGH SCHOOL,Mount Vernon,Washington,4.05,4.02,
MOUNTAIN BROOK HIGH SCHOOL010380,MOUNTAIN BROOK HIGH SCHOOL,Mountain Brook,Alabama,3.93,,
MOUNTAIN LAKES HIGH SCHOOL310855,MOUNTAIN LAKES HIGH SCHOOL,Mountain Lakes,New Jersey,4.13,4.15,
MOUNTAIN POINTE HIGH SCHOOL030307,MOUNTAIN POINTE HIGH SCHOOL,Phoenix,Arizona,3.96,,
MOUNTAIN RIDGE HIGH SCHOOL030153,MOUNTAIN RIDGE HIGH SCHOOL,Glendale,Arizona,4.27,4.33,
MOUNTAIN VIEW HIGH SCHOOL481477,MOUNTAIN VIEW HIGH SCHOOL,Vancouver,Washington,4.19,4.23,
MOUNTAIN VISTA HIGH SCHOOL060747,MOUNTAIN VISTA HIGH SCHOOL,Highlands Ranch,Colorado,4.14,4.12,4.14
MOUNTAINSIDE HIGH SCHOOL381293,MOUNTAINSIDE HIGH SCHOOL,Beaverton,Oregon,3.92,4.01,
MOUNTLAKE TERRACE HIGH SCHOOL480343,MOUNTLAKE TERRACE HIGH SCHOOL,Mountlake Ter,Washington,4.18,4.15,
MUNSTER HIGH SCHOOL152489,MUNSTER HIGH SCHOOL,Munster,Indiana,3.64,3.85,
MYERS PARK HIGH SCHOOL340680,MYERS PARK HIGH SCHOOL,Charlotte,North Carolina,4.12,4.15,
NAPERVILLE CENTRAL HIGH SCHOOL143105,NAPERVILLE CENTRAL HIGH SCHOOL,Naperville,Illinois,3.98,4.05,
NAPERVILLE NORTH HIGH SCHOOL143106,NAPERVILLE NORTH HIGH SCHOOL,Naperville,Illinois,4.1,4.15,4.1
NASHUA HIGH SCHOOL SOUTH300431,NASHUA HIGH SCHOOL SOUTH,Nashua,New Hampshire,4.16,4.25,
NATHAN HALE HIGH SCHOOL481128,NATHAN HALE HIGH SCHOOL,Seattle,Washington,3.91,3.88,
NATICK HIGH SCHOOL221475,NATICK HIGH SCHOOL,Natick,Massachusetts,3.75,,
NATIONAL CATHEDRAL SCHOOL090135,NATIONAL CATHEDRAL SCHOOL,Washington,District of Columbia,4.04,4.03,
NAUSET REGIONAL HIGH SCHOOL221710,NAUSET REGIONAL HIGH SCHOOL,North Eastham,Massachusetts,3.78,,
NEEDHAM HIGH SCHOOL221485,NEEDHAM HIGH SCHOOL,Needham,Massachusetts,3.9,3.88,
NEENAH HIGH SCHOOL501615,NEENAH HIGH SCHOOL,Neenah,Wisconsin,4.14,4.14,
NEUQUA VALLEY HIGH SCHOOL143108,NEUQUA VALLEY HIGH SCHOOL,Naperville,Illinois,3.97,4.01,3.99
NEVADA STATE HIGH SCHOOL290067,NEVADA STATE HIGH SCHOOL,Henderson,Nevada,3.69,,
NEW ALBANY HIGH SCHOOL363630,NEW ALBANY HIGH SCHOOL,New Albany,Ohio,4.09,4.15,
NEW CANAAN HIGH SCHOOL070465,NEW CANAAN HIGH SCHOOL,New Canaan,Connecticut,3.75,3.85,3.88
NEW EXPLORATIONS SCI TECH MATH333843,NEW EXPLORATIONS SCI TECH MATH,New York,New York,4.06,4.19,
NEW HAMPTON SCHOOL300440,NEW HAMPTON SCHOOL,New Hampton,New Hampshire,3.99,,
NEW HYDE PARK MEMORIAL HS333347,NEW HYDE PARK MEMORIAL HS,New Hyde Park,New York,3.69,,
NEW JERSEY990309,NEW JERSEY,n/a,New Jersey,3.67,3.85,
NEW PROVIDENCE HIGH SCHOOL310999,NEW PROVIDENCE HIGH SCHOOL,New Providence,New Jersey,3.98,4.01,
NEW ROCHELLE HIGH SCHOOL #1333366,NEW ROCHELLE HIGH SCHOOL #1,New Rochelle,New York,3.81,3.95,
NEW TRIER HIGH SCHOOL144430,NEW TRIER HIGH SCHOOL,Winnetka,Illinois,3.82,3.84,3.8
NEW YORK990311,NEW YORK,n/a,New York,3.7,3.81,
NEWARK ACADEMY310915,NEWARK ACADEMY,Livingston,New Jersey,4.05,3.98,
NEWBERG SENIOR HIGH SCHOOL380740,NEWBERG SENIOR HIGH SCHOOL,Newberg,Oregon,4.12,,
NEWBURYPORT HIGH SCHOOL221510,NEWBURYPORT HIGH SCHOOL,Newburyport,Massachusetts,3.88,,
NEWMAN SCHOOL220330,NEWMAN SCHOOL,Boston,Massachusetts,3.71,3.8,
NEWPORT HIGH SCHOOL480071,NEWPORT HIGH SCHOOL,Bellevue,Washington,4.03,4.06,4.07
NEWSOME HIGH SCHOOL100957,NEWSOME HIGH SCHOOL,Lithia,Florida,4.05,,
NEWTON NORTH HIGH SCHOOL221555,NEWTON NORTH HIGH SCHOOL,Newtonville,Massachusetts,3.84,3.9,3.96
NEWTON SOUTH HIGH SCHOOL221548,NEWTON SOUTH HIGH SCHOOL,Newton Centre,Massachusetts,3.91,3.92,3.93
NEWTOWN HIGH SCHOOL070550,NEWTOWN HIGH SCHOOL,Sandy Hook,Connecticut,4.03,,
NICKERSON HIGH SCHOOL172180,NICKERSON HIGH SCHOOL,Nickerson,Kansas,4.15,4.18,
NIGHTINGALE-BAMFORD SCHOOL333860,NIGHTINGALE-BAMFORD SCHOOL,New York,New York,3.83,,
NIKOLA TESLA STEM HIGH SCHOOL480976,NIKOLA TESLA STEM HIGH SCHOOL,Redmond,Washington,3.92,4,
NILE C KINNICK HIGH SCHOOL561940,NILE C KINNICK HIGH SCHOOL,Fpo,U.S. Armed Forces – Pacific,3.8,3.96,
NILES NORTH HIGH SCHOOL143927,NILES NORTH HIGH SCHOOL,Skokie,Illinois,3.63,,
NILES TOWNSHIP WEST HS143926,NILES TOWNSHIP WEST HS,Skokie,Illinois,3.8,3.99,
NISKAYUNA HIGH SCHOOL335110,NISKAYUNA HIGH SCHOOL,Niskayuna,New York,4.04,,
NIWOT HIGH SCHOOL060937,NIWOT HIGH SCHOOL,Niwot,Colorado,4.02,4,
NOBLE AND GREENOUGH SCHOOL220680,NOBLE AND GREENOUGH SCHOOL,Dedham,Massachusetts,3.96,4,
NORCROSS HIGH SCHOOL112280,NORCROSS HIGH SCHOOL,Norcross,Georgia,4.06,,
NORFOLK ACADEMY471610,NORFOLK ACADEMY,Norfolk,Virginia,3.92,,
NORMAL COMMUNITY HIGH SCHOOL143200,NORMAL COMMUNITY HIGH SCHOOL,Normal,Illinois,3.96,,
NORMAN HIGH SCHOOL372555,NORMAN HIGH SCHOOL,Norman,Oklahoma,4.09,,
NORMAN NORTH HIGH SCHOOL372557,NORMAN NORTH HIGH SCHOOL,Norman,Oklahoma,4.17,4.2,
NORTH ALLEGHENY SENIOR HS393745,NORTH ALLEGHENY SENIOR HS,Wexford,Pennsylvania,4.05,4.11,
NORTH ANDOVER HIGH SCHOOL221615,NORTH ANDOVER HIGH SCHOOL,North Andover,Massachusetts,4.11,,
NORTH ATLANTA HIGH SCHOOL110205,NORTH ATLANTA HIGH SCHOOL,Atlanta,Georgia,4.07,4.06,
NORTH BROWARD PREPARATORY SCH100249,NORTH BROWARD PREPARATORY SCH,Coconut Creek,Florida,3.78,3.87,3.81
NORTH BRUNSWICK TOWNSHIP HS311019,NORTH BRUNSWICK TOWNSHIP HS,North Brunswick,New Jersey,4.09,,
NORTH CAROLINA SCHOOL SCI/MATH341077,NORTH CAROLINA SCHOOL SCI/MATH,Durham,North Carolina,4.09,4.11,
NORTH CAROLINA990312,NORTH CAROLINA,n/a,North Carolina,3.86,,
NORTH CENTRAL HIGH SCHOOL151717,NORTH CENTRAL HIGH SCHOOL,Indianapolis,Indiana,3.9,,
NORTH CREEK HIGH SCHOOL480013,NORTH CREEK HIGH SCHOOL,Bothell,Washington,4.09,4.16,4.07
NORTH CROSS SCHOOL471941,NORTH CROSS SCHOOL,Roanoke,Virginia,3.89,,
NORTH FARMINGTON HIGH SCHOOL231406,NORTH FARMINGTON HIGH SCHOOL,Farmington Hills,Michigan,4.21,,
NORTH GWINNETT HIGH SCHOOL110508,NORTH GWINNETT HIGH SCHOOL,Suwanee,Georgia,4.13,4.17,
NORTH HIGH SCHOOL030285,NORTH HIGH SCHOOL,Phoenix,Arizona,3.77,,
NORTH HILLS PREPARATORY443551,NORTH HILLS PREPARATORY,Irving,Texas,3.84,,
NORTH HUNTERDON HIGH SCHOOL310005,NORTH HUNTERDON HIGH SCHOOL,Annandale,New Jersey,4.08,,
NORTH KITSAP HIGH SCHOOL480920,NORTH KITSAP HIGH SCHOOL,Poulsbo,Washington,4.16,4.16,
NORTH OCONEE HIGH SCHOOL110401,NORTH OCONEE HIGH SCHOOL,Bogart,Georgia,4.18,,
NORTH PENN HIGH SCHOOL392155,NORTH PENN HIGH SCHOOL,Lansdale,Pennsylvania,3.72,,
NORTH RALEIGH CHRISTIAN ACAD343223,NORTH RALEIGH CHRISTIAN ACAD,Raleigh,North Carolina,3.52,3.72,
NORTH SHORE HIGH SCHOOL332102,NORTH SHORE HIGH SCHOOL,Glen Head,New York,4.22,4.21,
NORTHAMPTON HIGH SCHOOL221592,NORTHAMPTON HIGH SCHOOL,Northampton,Massachusetts,4.07,4.07,
NORTHERN BURLINGTON CTY REG HS310252,NORTHERN BURLINGTON CTY REG HS,Columbus,New Jersey,3.72,,
NORTHERN HIGHLANDS REGIONAL HS310001,NORTHERN HIGHLANDS REGIONAL HS,Allendale,New Jersey,3.88,3.92,
NORTHERN VALLEY REGIONAL HS310265,NORTHERN VALLEY REGIONAL HS,Demarest,New Jersey,3.82,3.91,
NORTHERN VALLEY REGIONAL HS311051,NORTHERN VALLEY REGIONAL HS,Old Tappan,New Jersey,3.9,3.9,
NORTHFIELD HIGH SCHOOL060014,NORTHFIELD HIGH SCHOOL,Denver,Colorado,3.98,,
NORTHFIELD MOUNT HERMON SCHOOL220730,NORTHFIELD MOUNT HERMON SCHOOL,Mount Hermon,Massachusetts,3.89,3.92,4.03
NORTHLAND CHRISTIAN SCHOOL443414,NORTHLAND CHRISTIAN SCHOOL,Houston,Texas,3.88,,
NORTHLAND PREPARATORY ACADEMY030111,NORTHLAND PREPARATORY ACADEMY,Flagstaff,Arizona,4.14,4.22,
NORTHPORT HIGH SCHOOL334205,NORTHPORT HIGH SCHOOL,Northport,New York,3.73,,
NORTHSIDE COLLEGE PREP HS141342,NORTHSIDE COLLEGE PREP HS,Chicago,Illinois,3.93,3.91,
NORTHVIEW HIGH SCHOOL111148,NORTHVIEW HIGH SCHOOL,Duluth,Georgia,4.04,4.1,
NORTHVILLE HIGH SCHOOL232835,NORTHVILLE HIGH SCHOOL,Northville,Michigan,4.08,4.17,
NORTHWEST CAREER AND TECHNICAL290225,NORTHWEST CAREER AND TECHNICAL,Las Vegas,Nevada,4.07,4.06,
NORTHWEST HIGH SCHOOL210589,NORTHWEST HIGH SCHOOL,Germantown,Maryland,4.1,4.14,
NORTHWEST SCHOOL THE481127,NORTHWEST SCHOOL THE,Seattle,Washington,3.8,3.78,
NORWICH FREE ACADEMY070590,NORWICH FREE ACADEMY,Norwich,Connecticut,3.57,3.67,
NOTRE DAME HIGH SCHOOL070905,NOTRE DAME HIGH SCHOOL,West Haven,Connecticut,3.56,,
NOTRE DAME HIGH SCHOOL311492,NOTRE DAME HIGH SCHOOL,Lawrenceville,New Jersey,3.61,3.74,
NOTRE DAME PREPARATORY HS030392,NOTRE DAME PREPARATORY HS,Scottsdale,Arizona,3.9,3.9,
NOTRE DAME SCHOOL333870,NOTRE DAME SCHOOL,New York,New York,3.79,,
NOVI HIGH SCHOOL232843,NOVI HIGH SCHOOL,Novi,Michigan,4.14,4.12,
NSU UNIVERSITY SCHOOL100347,NSU UNIVERSITY SCHOOL,Davie,Florida,3.91,3.9,
NYACK HIGH SCHOOL334255,NYACK HIGH SCHOOL,Nyack,New York,3.71,,
OAK HALL SCHOOL100553,OAK HALL SCHOOL,Gainesville,Florida,4.07,4.03,
OAK HARBOR HIGH SCHOOL480810,OAK HARBOR HIGH SCHOOL,Oak Harbor,Washington,3.92,,
OAK PARK & RIVER FOREST HS143245,OAK PARK & RIVER FOREST HS,Oak Park,Illinois,3.94,3.91,3.94
